date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-08-21 00:00:00,15.8,9.1,22.4,,,,1.8,,1019.4,
2020-08-22 00:00:00,17.9,11.4,24.3,,,,2.8,,1019.7,
2020-08-23 00:00:00,18.8,12,24.9,,,,1,,1016,
2020-08-24 00:00:00,18.4,14.4,22.7,,,,2,,1010.7,
2020-08-25 00:00:00,19.1,14.4,24.4,,,,0.9,,1012.5,
2020-08-26 00:00:00,16.5,13.1,18.8,,,,1.8,,1006.1,
2020-08-27 00:00:00,16,11,20.8,,,,1.7,,1007.2,
2020-08-28 00:00:00,16.7,14.3,19.4,,,,0.4,,1003.9,
2020-08-29 00:00:00,15.3,12.6,19.2,,,,2.2,,1012.2,
2020-08-30 00:00:00,18,12.1,23.3,,,,1.9,,1014.2,
2020-08-31 00:00:00,23.2,17.3,30.2,,,,2.8,,1009.7,
2020-09-01 00:00:00,19.4,14.3,24,,,,3.9,,1013.4,
2020-09-02 00:00:00,15.3,11.1,19.9,,,,3.6,,1026.6,
2020-09-03 00:00:00,17.3,12.1,23.1,,,,4.2,,1027.9,
2020-09-04 00:00:00,18.2,13.6,22.5,,,,3.6,,1023.4,
2020-09-05 00:00:00,17.8,15,21.3,,,,3,,1019.8,
2020-09-06 00:00:00,18.6,11.7,24.7,,,,1.8,,1017.9,
2020-09-07 00:00:00,18.1,12.6,24.2,,,,0.7,,1018.3,
2020-09-08 00:00:00,14.9,10.7,19.5,,,,2.3,,1013.8,
2020-09-09 00:00:00,12.5,10.7,15,,,,2.8,,1008.9,
2020-09-10 00:00:00,13.4,10.3,15.6,,,,3.7,,1006.6,
2020-09-11 00:00:00,12.1,9.2,15.2,,,,5.4,,1012.6,
2020-09-12 00:00:00,13.1,7.7,17.3,,,,1.4,,1022.8,
2020-09-13 00:00:00,14,10.3,18,,,,3.4,,1017.4,
2020-09-14 00:00:00,12.4,8.9,15.6,,,,4.3,,1016.3,
2020-09-15 00:00:00,12.7,9.4,17,,,,4.4,,1018.4,
2020-09-16 00:00:00,11.4,6.2,16,,,,2.3,,1022.5,
2020-09-17 00:00:00,15.3,10.3,21.9,,,,4,,1008.1,
2020-09-18 00:00:00,8.8,8.2,13.5,9.9,,,3.9,,1004.4,
2020-09-19 00:00:00,9.6,6.4,14.1,,,,6.2,,1011.3,
2020-09-20 00:00:00,9.1,6.5,11.8,,,,6.3,,1016.3,
2020-09-21 00:00:00,10.4,6.1,14,,,,4,,1016.3,
2020-09-22 00:00:00,14.8,11,20.1,,,,3.9,,1013.7,
2020-09-23 00:00:00,15,8.6,21.4,,,,1.1,,1016.3,
2020-09-24 00:00:00,14.6,8.4,21.9,,,,0.6,,1018.4,
2020-09-25 00:00:00,14.6,7.7,22.2,,,,2,,1019.5,
2020-09-26 00:00:00,14.6,9.6,21,,,,3.5,,1021.3,
2020-09-27 00:00:00,13.9,10.3,18.1,,,,4.2,,1025.2,
2020-09-28 00:00:00,10.6,8.8,13.7,,,,4.5,,1026.6,
2020-09-29 00:00:00,12.6,9.4,16.8,,,,3.2,,1025.6,
2020-09-30 00:00:00,12,5.1,18,,,,3.4,,1024.4,
2020-10-01 00:00:00,12.4,5.8,17.5,,,,3.9,,1026.1,
2020-10-02 00:00:00,11.9,5.4,19.5,,,,2.8,,1028.1,
2020-10-03 00:00:00,12.1,6.9,18.6,,,,2.2,,1030.1,
2020-10-04 00:00:00,12.3,5.7,19.2,,,,2.8,,1030.6,
2020-10-05 00:00:00,13.6,9.5,19.2,,,,3.1,,1030.1,
2020-10-06 00:00:00,13.7,8.2,19.3,,,,3.1,,1024.8,
2020-10-07 00:00:00,13.9,9.9,16.8,,,,3.9,,1021.7,
2020-10-08 00:00:00,14.1,11.8,16.4,,,,3.8,,1023.6,
2020-10-09 00:00:00,11.1,9.4,13.5,,,,2.5,,1023.6,
2020-10-10 00:00:00,11.7,9.6,16,,,,0.9,,1022.9,
2020-10-11 00:00:00,10.2,6.1,13.4,,,,2.1,,1021.1,
2020-10-12 00:00:00,11.4,9.1,12.7,,,,0.9,,1017.6,
2020-10-13 00:00:00,13.3,10.1,16.5,,,,0.9,,1018.4,
2020-10-14 00:00:00,13.1,8.8,18,,,,1.1,,1016.3,
2020-10-15 00:00:00,12.9,10.4,14.8,,,,2.9,,1011.7,
2020-10-16 00:00:00,6.5,2.7,11.3,,,,3,,1013.2,
2020-10-17 00:00:00,3.5,2.2,4.9,,,,1.4,,1020.2,
2020-10-18 00:00:00,4.2,1.5,7.9,,,,4.9,,1003.4,
2020-10-19 00:00:00,4.4,2.2,6,,,,4.6,,1009.6,
2020-10-20 00:00:00,3.2,1.9,4.6,,,,5.3,,1013.2,
2020-10-21 00:00:00,2.2,0.8,3.5,,,,2.4,,1021.5,
2020-10-22 00:00:00,4.8,2.5,6.6,6.9,,,2.5,,1015.6,
2020-10-23 00:00:00,11.4,6.6,14.3,8.9,,,5,,1004.6,
2020-10-24 00:00:00,9.8,8.2,11.5,,,,3.4,,1007.6,
2020-10-25 00:00:00,7.7,3.9,9.1,,,,2.2,,1013.2,
2020-10-26 00:00:00,8.8,6.1,11.4,,,,1,,1023.2,
2020-10-27 00:00:00,8,5.5,10.9,,,,3.5,,1026.6,
2020-10-28 00:00:00,7.8,5.7,10.4,,,,4,,1024,
2020-10-29 00:00:00,7,4.3,8.9,,,,2.8,,1022.5,
2020-10-30 00:00:00,5,3,5.9,,,,2,,1017.8,
2020-10-31 00:00:00,6.2,4.4,8,,,,2.1,,1020.4,
2020-11-01 00:00:00,5.2,4,6.9,,,,3.9,,1024.5,
2020-11-02 00:00:00,5.8,3.9,6.6,2,,,3.5,,1023.2,
2020-11-03 00:00:00,7.2,5.8,8.6,0.5,,,3.2,,1025,
2020-11-04 00:00:00,8.6,7.8,9.6,0,,,2.2,,1027.7,
2020-11-05 00:00:00,7.7,6.6,8.3,,,,5,,1020.7,
2020-11-06 00:00:00,6.7,5.7,7.2,,,,7.8,,1009.4,
2020-11-07 00:00:00,7.3,4.4,9.9,0,,,7.5,,1014.3,
2020-11-08 00:00:00,7.5,4.3,9.7,,,,6.2,,1013.7,
2020-11-09 00:00:00,1.1,-1.2,2.4,0,,,5.5,,1023,
2020-11-10 00:00:00,2.8,1.4,3.6,0.5,,,7.1,,1024.8,
2020-11-11 00:00:00,1.2,0.2,1.9,,,,5,,1030.5,
2020-11-12 00:00:00,0.7,-2.9,3,0,,,2.1,,1032,
2020-11-13 00:00:00,3.2,2.5,4.4,0.3,,,1.1,,1032,
2020-11-14 00:00:00,1.9,0.4,3.4,0,,,1.1,,1029.9,
2020-11-15 00:00:00,1,0.3,1.6,,,,4.3,,1030.8,
2020-11-16 00:00:00,-1.3,-3.5,0.8,,,,6.4,,1035.4,
2020-11-17 00:00:00,-5.2,-7.1,-3.5,0,,,6.9,,1039.6,
2020-11-18 00:00:00,-2.8,-5.3,-1.1,0.5,,,7,,1035.4,
2020-11-19 00:00:00,0.4,-2.6,1.2,4.1,1,,7.2,,1023.9,
2020-11-20 00:00:00,0.6,-0.4,1,,,,6.3,,1018.4,
2020-11-21 00:00:00,0.2,-0.4,0.9,0.5,5,,1.1,,1027.6,
2020-11-22 00:00:00,-1.2,-2.2,-0.4,,,,4.6,,1021.6,
2020-11-23 00:00:00,0.1,-2.2,2.3,4.6,10,,2.9,,1010.2,
2020-11-24 00:00:00,2.3,1.4,2.9,,,,2.9,,1008.9,
2020-11-25 00:00:00,1.1,0.2,1.8,,,,2,,1014.9,
2020-11-26 00:00:00,0.3,-1.1,1.5,4.1,1,,2.2,,1018.6,
2020-11-27 00:00:00,1.6,0,2.2,1,1,,3.2,,1010.7,
2020-11-28 00:00:00,1.5,0.3,2,2.3,,,2.2,,1021.1,
2020-11-29 00:00:00,2.2,0.8,3.1,2,,,7.2,,1028.1,
2020-11-30 00:00:00,1.5,0.4,3.1,,,,9,,1029.3,
2020-12-01 00:00:00,-0.9,-2,0.2,,,,6,,1031.8,
2020-12-02 00:00:00,-2.9,-5.8,-1.7,,,,3.3,,1036.7,
2020-12-03 00:00:00,-6.1,-8,-4.5,0,2,,4,,1035,
2020-12-04 00:00:00,-4.2,-5.1,-3.2,1,3,,6.5,,1034.8,
2020-12-05 00:00:00,-4.9,-6.7,-3.4,0,3,,6.1,,1038.4,
2020-12-06 00:00:00,-6.1,-8.8,-2.8,0,3,,2.5,,1043.2,
2020-12-07 00:00:00,-7.3,-9.3,-4.1,0,2,,1.7,,1045,
2020-12-08 00:00:00,-7,-10.6,-3.4,,,,1.9,,1043.6,
2020-12-09 00:00:00,-9.1,-12.2,-4,0,2,,2,,1042.2,
2020-12-10 00:00:00,-8.5,-12.6,-5.6,0,2,,2.5,,1038.4,
2020-12-11 00:00:00,-7.3,-9.7,-4.4,0,2,,2.6,,1034.2,
2020-12-12 00:00:00,-9,-11.1,-7.1,0,2,,3,,1032.5,
2020-12-13 00:00:00,-5.8,-9.4,-4.7,2.5,3,,5.2,,1029.5,
2020-12-14 00:00:00,-4.7,-5.8,-3.7,,,,5.1,,1026.2,
2020-12-15 00:00:00,-4.1,-5.8,-3.3,5.3,10,,1.2,,1022.3,
2020-12-16 00:00:00,-2.9,-4.4,-1,0,10,,1.2,,1024,
2020-12-17 00:00:00,0.9,-1.6,2,2.3,12,,5,,1019.1,
2020-12-18 00:00:00,-0.4,-2.1,1.8,,,,3.7,,1026.2,
2020-12-19 00:00:00,-2.1,-2.5,-1.5,,,,4.9,,1027.6,
2020-12-20 00:00:00,-0.6,-2.7,1.1,0.5,10,,3.4,,1030.4,
2020-12-21 00:00:00,1.3,0.5,1.9,0,8,,3.1,,1032.2,
2020-12-22 00:00:00,-1.1,-3.9,1.3,,,,3.3,,1030.6,
2020-12-23 00:00:00,-3.9,-6.5,-2,,,,5.9,,1023.5,
2020-12-24 00:00:00,-4.9,-7.5,-2.9,1.5,7,,4.9,,1018.6,
2020-12-25 00:00:00,-3.2,-5.1,-1.8,,,,9,,1008.1,
2020-12-26 00:00:00,-0.9,-4.3,0.2,2,14,,4.2,,1006.2,
2020-12-27 00:00:00,-5.2,-8.8,-1.5,,,,4.2,,1018.5,
2020-12-28 00:00:00,-7.3,-9.9,-5,,,,2.1,,1032.1,
2020-12-29 00:00:00,-6.5,-10.5,-4.5,0,13,,7,,1027.6,
2020-12-30 00:00:00,-3.5,-5.2,-2.4,1,14,,5.8,,1022.6,
2020-12-31 00:00:00,-2.1,-4.5,0.5,0.5,14,,6.5,,1019.9,
2021-01-01 00:00:00,-0.3,-1.5,0.6,5.1,11,,7.2,,1018.2,
2021-01-02 00:00:00,-0.1,-0.8,0.8,6.1,12,,4.7,,1017.5,
2021-01-03 00:00:00,0.3,-0.6,1,0.5,16,,2.7,,1027.6,
2021-01-04 00:00:00,1.5,-1.6,8,,,,3.6,,1023.4,
2021-01-05 00:00:00,2.1,-2.1,12.4,,,,3.8,,1023.1,
2021-01-06 00:00:00,-3.5,-3.9,-2.9,0.8,17,,2.2,,1024.9,
2021-01-07 00:00:00,-4.9,-5.5,-4.4,4.3,21,,1.8,,1021.4,
2021-01-08 00:00:00,-4.2,-5.4,-2.7,0.5,21,,3.6,,1014.9,
2021-01-09 00:00:00,-5.5,-6.4,-4.2,,,,5.2,,1014.4,
2021-01-10 00:00:00,-8.2,-9.1,-6.6,1.3,22,,6.6,,1016.4,
2021-01-11 00:00:00,-8.4,-9.5,-7.3,0.5,21,,1.7,,1021.3,
2021-01-12 00:00:00,-10.5,-11.4,-9.1,,,,1.6,,1022.2,
2021-01-13 00:00:00,-11.5,-13.4,-10.2,,,,4.7,,1021.4,
2021-01-14 00:00:00,-14.2,-15.4,-12.3,,,,6.5,,1008.7,
2021-01-15 00:00:00,-15.3,-18.6,-13.3,0,34,,2.2,,1011.5,
2021-01-16 00:00:00,-16,-17.3,-15.2,,,,7.2,,1008.1,
2021-01-17 00:00:00,-18.9,-21.2,-16.7,,,,4.9,,1014.8,
2021-01-18 00:00:00,-17.1,-23.6,-14.9,0,38,,0.3,,1020.2,
2021-01-19 00:00:00,-13.6,-17.5,-11.9,0.3,36,,0.4,,1018.2,
2021-01-20 00:00:00,-8.4,-12.2,-5.5,0.8,35,,1.9,,1019.1,
2021-01-21 00:00:00,-10.7,-13.8,-9.4,4.1,34,,1.8,,1016.4,
2021-01-22 00:00:00,-4.1,-9.4,-0.3,1,37,,1.8,,1011.7,
2021-01-23 00:00:00,0.8,-1.4,1.9,0,36,,2.9,,1010.6,
2021-01-24 00:00:00,1.2,0.2,3.2,0,33,,4.4,,1013.1,
2021-01-25 00:00:00,2.3,0.9,3.3,,,,8.4,,1012.8,
2021-01-26 00:00:00,1,-0.4,2.3,0.5,24,,8.8,,1008.7,
2021-01-27 00:00:00,1.7,0.1,2.1,,,,7.6,,1005,
2021-01-28 00:00:00,0.2,-1.3,0.9,5.3,22,,3,,1005.5,
2021-01-29 00:00:00,0.5,-0.4,1.2,,,,7.9,,996.5,
2021-01-30 00:00:00,-2.6,-3.2,-1.6,3,27,,6.1,,994.3,
2021-01-31 00:00:00,-3.7,-4.5,-3,4.1,30,,3.8,,995.2,
2021-02-01 00:00:00,-2.8,-4.1,-0.4,,,,5,,1008.2,
2021-02-02 00:00:00,-7.7,-11.5,-3.1,0,30,,0.7,,1017.4,
2021-02-03 00:00:00,-6.1,-9.5,-3,1,29,,3.6,,1012.6,
2021-02-04 00:00:00,-1.2,-5.4,5.4,,,,3.1,,1004.8,
2021-02-05 00:00:00,-10.3,-11.9,13.9,3.3,33,,7.7,,1010,
2021-02-06 00:00:00,-13.4,-16.8,9.6,,,,7.3,,1010.6,
2021-02-07 00:00:00,-13.9,-18.3,-11.3,0.5,31,,6.1,,1014,
2021-02-08 00:00:00,-14.4,-19.3,-9.8,0.3,31,,3.2,,1021.7,
2021-02-09 00:00:00,-14.7,-18.8,-12.1,2,30,,2.9,,1022.3,
2021-02-10 00:00:00,-13.5,-14.7,-11.5,,34,,4.1,,1017.3,
2021-02-11 00:00:00,-14.4,-16.6,-12.3,,,,3.2,,1019.2,
2021-02-12 00:00:00,-14.7,-15.6,-13.8,,,,8.8,,1016.4,
2021-02-13 00:00:00,-14.3,-15.4,-12.7,,,,9.2,,1007.3,
2021-02-14 00:00:00,-13.7,-15.7,-11.5,1.8,59,,8.1,,1010.6,
2021-02-15 00:00:00,-16.3,-18.6,-12.9,0,57,,4.4,,1024.6,
2021-02-16 00:00:00,-14.7,-22.2,-11.2,1,55,,3,,1022.8,
2021-02-17 00:00:00,-11.1,-12.9,-8.7,,,,2.6,,1015.6,
2021-02-18 00:00:00,-15.8,-19.2,-12.7,0,57,,3.2,,1022.9,
2021-02-19 00:00:00,-15.8,-18.4,-10.1,,55,,2.6,,1024.1,
2021-02-20 00:00:00,-12.3,-18.2,-6.7,,,,0.5,,1026.7,
2021-02-21 00:00:00,-7.9,-10.9,-5.8,,,,2.7,,1021.9,
2021-02-22 00:00:00,-12.7,-18.1,-8.2,,,,4.7,,1029.5,
2021-02-23 00:00:00,-19.2,-24.5,-15.9,0,56,,1.6,,1045.3,
2021-02-24 00:00:00,-14.3,-16.9,-12.1,2,54,,4.7,,1036.7,
2021-02-25 00:00:00,-1.9,-12.7,2.6,7.1,57,,3.9,,1016.4,
2021-02-26 00:00:00,4.3,2.1,6.4,1.5,54,,6.4,,1005.9,
2021-02-27 00:00:00,0.3,-1.9,4,,,,8.5,,1007.7,
2021-02-28 00:00:00,0.1,-1,2.1,0.8,45,,3.8,,1016.1,
2021-03-01 00:00:00,1.1,-1.7,4.5,0,44,,3.4,,1021.1,
2021-03-02 00:00:00,3.2,1,4.9,,,,7.2,,1009.9,
2021-03-03 00:00:00,0.8,-2.4,3.4,0.3,42,,6.5,,1013.5,
2021-03-04 00:00:00,1.3,-2.5,7.1,,,,5.2,,1003.7,
2021-03-05 00:00:00,0.6,-7,18.2,,,,4.3,,1006.5,
2021-03-06 00:00:00,-6.8,-11,-3.8,0,40,,3,,1015.3,
2021-03-07 00:00:00,-4.9,-7.9,-1.9,3.8,40,,5.9,,999.1,
2021-03-08 00:00:00,-6.1,-8.5,-4.4,,,,6.5,,1001,
2021-03-09 00:00:00,-12.1,-14.4,-9.4,,,,6.4,,1016.8,
2021-03-10 00:00:00,-16.7,-21.3,-12.3,0,47,,5.1,,1027.6,
2021-03-11 00:00:00,-12.2,-20.7,-5.9,0,46,,1.6,,1030.3,
2021-03-12 00:00:00,-9,-14.8,-4.7,0,45,,7.8,,1020.9,
2021-03-13 00:00:00,-3.8,-7.6,-1.4,3,44,,7.3,,1012.6,
2021-03-14 00:00:00,0.7,-2.2,2.7,3.3,46,,6.2,,1009.3,
2021-03-15 00:00:00,2.9,1.8,4,,,,4.9,,1008.8,
2021-03-16 00:00:00,1.6,-0.4,3.3,1,41,,2.7,,1015.6,
2021-03-17 00:00:00,0.8,-1,2.8,,,,3.2,,1013.6,
2021-03-18 00:00:00,0.6,-1.3,2.5,0.3,38,,2.4,,1009.2,
2021-03-19 00:00:00,-0.3,-2.5,2.3,,,,5.3,,1013.3,
2021-03-20 00:00:00,-2.5,-6.1,1,0,36,,4.1,,1016.2,
2021-03-21 00:00:00,-1.2,-5,2.4,1.5,36,,4.4,,1003.6,
2021-03-22 00:00:00,0.6,-1.2,3.1,1.5,36,,4.4,,1000.2,
2021-03-23 00:00:00,-1.3,-4.2,1.8,,,,5.4,,1011.6,
2021-03-24 00:00:00,-0.1,-8.2,6.8,0,35,,2.2,,1019.8,
2021-03-25 00:00:00,4.6,-1.4,11.6,0,,,2.3,,1017.2,
2021-03-26 00:00:00,4.1,-2.1,9.8,0,31,,2.7,,1017.7,
2021-03-27 00:00:00,4.5,0.3,9.6,,,,3.9,,1021.4,
2021-03-28 00:00:00,4.3,-3.2,12,0,25,,1.7,,1026.7,
2021-03-29 00:00:00,3.9,-3.4,8.5,0,21,,3.8,,1032.4,
2021-03-30 00:00:00,3.9,0.2,8,1,19,,4.9,,1030,
2021-03-31 00:00:00,4.7,1.9,7.5,7.4,17,,5.4,,1016.4,
2021-04-01 00:00:00,6.5,4.4,8.1,,,,3.4,,1010,
2021-04-02 00:00:00,2.8,0.5,4.1,,,,3.4,,1005.7,
2021-04-03 00:00:00,2.3,-2.7,6.4,,,,1.8,,1007.7,
2021-04-04 00:00:00,2.8,-2,6.2,,,,2.8,,1010.1,
2021-04-05 00:00:00,4.9,0.2,8.2,,,,4.5,,1004.3,
2021-04-06 00:00:00,6.8,2.3,11.4,,,,6.1,,1003.3,
2021-04-07 00:00:00,6.8,3.6,11,,,,5.7,,1003,
2021-04-08 00:00:00,2.5,1,5.1,,,,4.3,,999.6,
2021-04-09 00:00:00,4.2,-0.4,8.2,,,,3.4,,1019.8,
2021-04-10 00:00:00,7.1,0.9,12.3,,,,4.4,,1025.5,
2021-04-11 00:00:00,10.3,3.2,16.8,,,,2.7,,1028.3,
2021-04-12 00:00:00,10.9,3.6,16.1,,,,4.5,,1031.1,
2021-04-13 00:00:00,15.6,7.8,22.3,,,,5.8,,1024,
2021-04-14 00:00:00,16.4,11.7,21.5,,,,4.3,,1018.8,
2021-04-15 00:00:00,13.9,8.9,20.3,,,,4.8,,1016.3,
2021-04-16 00:00:00,12.1,7.3,17.9,,,,5.9,,1019.7,
2021-04-17 00:00:00,12.3,7.7,18.6,,,,6.2,,1021.6,
2021-04-18 00:00:00,10.3,6.6,14.6,,,,5.6,,1021.6,
2021-04-19 00:00:00,9.4,6.6,14.6,,,,5.7,,1023.2,
2021-04-20 00:00:00,5.7,2.5,9.5,,,,5.7,,1020.8,
2021-04-21 00:00:00,3.7,0.4,6.4,12.2,,,3.5,,1007.5,
2021-04-22 00:00:00,10.1,5.3,15.9,0,,,4.2,,1013.6,
2021-04-23 00:00:00,10.3,6.4,15.6,,,,4.4,,1013.9,
2021-04-24 00:00:00,4,2.5,5.8,,,,4.7,,1007.6,
2021-04-25 00:00:00,4.2,1.2,7.5,,,,7.5,,1007.6,
2021-04-26 00:00:00,5,1.1,8.2,,,,4.9,,1011.5,
2021-04-27 00:00:00,3.2,1.5,4.7,,,,3.1,,1008.2,
2021-04-28 00:00:00,5.2,1.7,8.5,,,,4.4,,1012.7,
2021-04-29 00:00:00,6.6,1.7,10.8,,,,3.1,,1018.7,
2021-04-30 00:00:00,10.2,5.8,15.9,,,,4.8,,1009.8,
2021-05-01 00:00:00,9.6,6.6,12.2,,,,6.2,,1010.4,
2021-05-02 00:00:00,9.6,3.4,14.2,,,,2.1,,1016.3,
2021-05-03 00:00:00,11.4,8.3,16.3,,,,6,,1002.2,
2021-05-04 00:00:00,5.7,2.1,8.9,,,,5.6,,1001.7,
2021-05-05 00:00:00,8.8,4.3,13,,,,5,,1006.6,
2021-05-06 00:00:00,11.8,7.1,16.5,,,,5.3,,1005.5,
2021-05-07 00:00:00,10.5,5.9,14,,,,3.8,,1010.9,
2021-05-08 00:00:00,9.2,8,10.3,,,,5.1,,1007.4,
2021-05-09 00:00:00,7,4.4,9.3,,,,7.9,,1011.8,
2021-05-10 00:00:00,10.3,3.9,15.7,,,,6.2,,1025.6,
2021-05-11 00:00:00,13.9,5.7,20.9,,,,4.9,,1026.7,
2021-05-12 00:00:00,15.8,10.6,23.9,,,,3.5,,1023.4,
2021-05-13 00:00:00,13.8,8.5,19.8,0,,,4.6,,1017.7,
2021-05-14 00:00:00,16.3,9.3,22.7,,,,3.2,,1015.2,
2021-05-15 00:00:00,18.7,13.8,25.6,,,,3.8,,1008.5,
2021-05-16 00:00:00,17.8,12.8,23.3,,,,2.7,,1012.3,
2021-05-17 00:00:00,21.5,11.6,29.7,,,,4.2,,1011.8,
2021-05-18 00:00:00,24.5,17.3,30.9,,,,6,,1007.4,
2021-05-19 00:00:00,21.9,18.6,24.6,,,,5.8,,1005.7,
2021-05-20 00:00:00,17.1,14.9,19.2,,,,4.7,,1003.8,
2021-05-21 00:00:00,13.8,11.5,16,,,,4.3,,1005.6,
2021-05-22 00:00:00,15.1,8.2,20.8,,,,2.6,,1014,
2021-05-23 00:00:00,16.7,11.7,22.4,,,,3.9,,1012.7,
2021-05-24 00:00:00,15.2,10.5,20,,,,3.4,,1017,
2021-05-25 00:00:00,15.5,9.5,20.5,,,,2.9,,1022.5,
2021-05-26 00:00:00,17.9,9.8,23.6,,,,2.9,,1020.4,
2021-05-27 00:00:00,17.1,14.6,20,,,,1.4,,1017.8,
2021-05-28 00:00:00,18.1,14.9,23.5,1,,,0.9,,1013.6,
2021-05-29 00:00:00,15.2,11.2,19.4,,,,6.5,,1010.4,
2021-05-30 00:00:00,10.6,7.4,13.9,,,,10.1,,1016.5,
2021-05-31 00:00:00,9.7,6.9,13,,,,5.4,,1020.3,
2021-06-01 00:00:00,11.6,4.2,16.6,,,,4.3,,1020.9,
